Date,Open,High,Low,Close,Turnover (Rs. Cr)
04-Jan-02,1072.4,1099.25,1072.4,1096.2,1934.64
07-Jan-02,1093.05,1111.55,1093.05,1100.15,1703.56
08-Jan-02,1100.55,1114.55,1097.9,1109.9,2138.41
09-Jan-02,1110,1119.4,1098.7,1102.8,2201.97
10-Jan-02,1098.8,1105.35,1093.6,1098.2,2360.41
11-Jan-02,1098.15,1105.9,1073.45,1088.55,2173.36
14-Jan-02,1089.45,1118.5,1089.45,1109.8,1789.75
15-Jan-02,1109.45,1112.6,1090.2,1094.15,1570.92
16-Jan-02,1094.15,1104.8,1085.3,1090.3,1845.23
17-Jan-02,1090.25,1116.05,1078.95,1109.2,2598.76
18-Jan-02,1109.55,1121.75,1089.05,1093.15,2710.84
21-Jan-02,1093.25,1099.8,1082.65,1091.35,2078.74
22-Jan-02,1091.35,1099,1090,1092.85,1721.96
23-Jan-02,1092.85,1096.95,1087.5,1089.4,1536.95
24-Jan-02,1089.6,1098.6,1081.7,1085.3,1359.92
25-Jan-02,1085.85,1089.7,1077,1080.1,1857.72
28-Jan-02,1083.25,1088.75,1068.7,1071.35,1473.84
29-Jan-02,1071.35,1076.45,1068.85,1071.65,1775.15
30-Jan-02,1072.85,1072.85,1058.8,1067.45,1458.15
31-Jan-02,1067.65,1082,1067.65,1075.4,1997.32
01-Feb-02,1076.95,1088.05,1076.95,1081.65,1616.41
04-Feb-02,1083.05,1086.95,1074.15,1076.9,1400.92
05-Feb-02,1076.25,1081.2,1069.4,1074.25,1595.08
06-Feb-02,1074.4,1117.1,1074,1113.1,1911.33
07-Feb-02,1114.85,1130.95,1104.3,1110.45,2651.59
08-Feb-02,1112.8,1131.85,1104.45,1123.75,2153.26
11-Feb-02,1124.85,1144.15,1124.85,1131.55,1679.05
12-Feb-02,1131.95,1143.3,1125.55,1129.5,1569.26
13-Feb-02,1129.8,1142.3,1129.6,1135.1,1591.08
14-Feb-02,1135.5,1151.65,1133.85,1150,1387.05
15-Feb-02,1150.65,1164.1,1150.3,1159.95,1569.86
18-Feb-02,1159.85,1177.05,1156.7,1172.85,1480.5
19-Feb-02,1172.85,1178.1,1155.1,1158.9,1555.36
20-Feb-02,1158.45,1158.45,1134.65,1145.95,1229.68
21-Feb-02,1146.05,1158.05,1146.05,1149.85,934.29
22-Feb-02,1149.85,1165.7,1145.5,1163.5,1317.89
25-Feb-02,1163.65,1167.6,1155.45,1165.45,1276
26-Feb-02,1165.75,1192.65,1165.75,1189.4,1742.18
27-Feb-02,1190.15,1205.95,1180,1189.2,2018.96
28-Feb-02,1189.6,1197,1135.2,1142.05,2671.53
01-Mar-02,1142.05,1181.25,1135.45,1178,1732.19
04-Mar-02,1178.45,1201.1,1172.3,1177.35,1806.94
05-Mar-02,1176.4,1193.1,1175.15,1178.5,1837.13
06-Mar-02,1176.55,1182.65,1162.75,1172.6,1648.34
07-Mar-02,1173.6,1195.2,1173.6,1193.05,1752.93
08-Mar-02,1193.6,1199.6,1182.55,1187.65,1845.85
11-Mar-02,1187.5,1192.75,1164.55,1167.85,1743.51
12-Mar-02,1167.85,1171.2,1144.3,1150.45,1656.58
13-Mar-02,1150.2,1165.4,1143.55,1157.05,1363.71
14-Mar-02,1156.85,1163.65,1153.15,1159.45,1039.49
15-Mar-02,1159.6,1173.75,1159.6,1169.75,1706.23
18-Mar-02,1169.95,1184.7,1163.75,1169.3,1257.97
19-Mar-02,1169.4,1170.8,1150.3,1152.15,1157.44
20-Mar-02,1152.05,1158.95,1148.5,1155.6,1233.28
21-Mar-02,1155.55,1155.55,1141.05,1144.2,964.3
22-Mar-02,1144.5,1148.65,1135.9,1138.45,1091.75
26-Mar-02,1138.1,1140.2,1117.85,1123.05,964.1
27-Mar-02,1130,1134.1,1121.35,1123.35,1115.18
28-Mar-02,1123.6,1138.45,1123.6,1129.55,1423.51
01-Apr-02,1129.85,1143.3,1129.85,1138.95,1116.79
02-Apr-02,1138.8,1147.3,1132.3,1136.95,1401.11
03-Apr-02,1136.6,1136.9,1121.45,1123.5,1031.04
04-Apr-02,1124.05,1149.65,1123.9,1145.9,1388.14
05-Apr-02,1146.05,1153.3,1139.9,1141.95,1133.81
08-Apr-02,1141.9,1147.9,1134,1135.25,916.74
09-Apr-02,1135.15,1137.45,1122.1,1126.7,1088.52
10-Apr-02,1126.7,1140.25,1125.75,1138.5,1747.31
11-Apr-02,1138.55,1150.2,1138.55,1143.6,1680.95
12-Apr-02,1143.25,1151.55,1138.65,1146.5,1226.92
15-Apr-02,1146.55,1152.55,1130.45,1134.15,1119.35
16-Apr-02,1130.8,1133.5,1116.65,1118.75,1046.74
17-Apr-02,1119,1136.6,1118.95,1125.1,1259.69
18-Apr-02,1125.25,1135,1123.8,1129,1148.19
19-Apr-02,1125.55,1127.05,1097.6,1100.3,1325.67
22-Apr-02,1100.5,1107.2,1088.05,1104.15,1184.78
23-Apr-02,1104,1108.8,1095,1106,1259.14
24-Apr-02,1106.25,1116.85,1105.7,1110.6,1144.37
25-Apr-02,1110.65,1113.85,1089,1094.3,1186.51
26-Apr-02,1094.25,1103.35,1094.1,1097.4,946.98
29-Apr-02,1097.55,1098.65,1073.3,1074.2,1102.62
30-Apr-02,1074.25,1085.75,1073.4,1084.5,972.43
02-May-02,1084.8,1101.1,1084.8,1093.3,1325.68
03-May-02,1093.4,1098.6,1091.5,1096.95,874.44
06-May-02,1096.95,1102.05,1096.25,1100.95,939.03
07-May-02,1100.9,1111.85,1096.65,1110.7,951.77
08-May-02,1110.7,1122.7,1110.7,1117.6,1035.47
09-May-02,1117.7,1136.55,1117.7,1127.6,1091.86
10-May-02,1127.05,1127.3,1111.15,1116.4,949.49
13-May-02,1116.8,1121.95,1114.2,1119.65,908.75
14-May-02,1119.95,1125.95,1111.45,1115.1,1113.3
15-May-02,1115.15,1121.5,1102.65,1107.8,1228.27
16-May-02,1108.25,1111.25,1089.85,1092.8,1212.07
17-May-02,1092.8,1099.75,1079.95,1090.65,1313.48
20-May-02,1091.7,1097.95,1071.35,1074.35,1039
21-May-02,1074.75,1074.85,1028.25,1049.2,1594.03
22-May-02,1049.5,1050.9,1035.5,1045.3,1316.28
23-May-02,1045.2,1045.35,1024.3,1026.75,1053.86
24-May-02,1026.9,1069.2,1026.9,1067,1313.52
27-May-02,1067,1071.5,1054.1,1062.7,1221.77
28-May-02,1061.9,1062.3,1034.1,1038.2,1255.7
29-May-02,1038.2,1047.95,1026.5,1041.65,1609.57
30-May-02,1041.4,1049.95,1030.1,1032.15,1375.88
31-May-02,1032.5,1037.7,1020.1,1028.8,1410.37
03-Jun-02,1029.25,1047.25,1029.25,1039.75,965.33
04-Jun-02,1040.15,1047.4,1036.55,1045.4,826.65
05-Jun-02,1045.55,1067.5,1045,1064.2,1242.79
06-Jun-02,1064.15,1072,1055.5,1064.35,1214.73
07-Jun-02,1063.75,1063.75,1044.35,1048.8,1040.09
10-Jun-02,1049.95,1072.5,1049.95,1069.9,920.75
11-Jun-02,1070.95,1099.5,1070.55,1097.05,1366.89
12-Jun-02,1097.15,1100.45,1088.5,1092.8,1102.81
13-Jun-02,1093,1102.05,1080.8,1082.85,1022.39
14-Jun-02,1081.75,1087.6,1079.45,1085.7,1083.03
17-Jun-02,1085.8,1097.55,1085.7,1088.9,808.88
18-Jun-02,1088.9,1097.4,1073.75,1074.95,998.81
19-Jun-02,1074.7,1079.2,1056.45,1062.9,1301.88
20-Jun-02,1063.1,1074,1056.25,1070.05,1178.65
21-Jun-02,1069.5,1069.8,1058.95,1062.55,971.51
24-Jun-02,1065.6,1065.6,1054.45,1061.85,794.71
25-Jun-02,1061.9,1063.3,1048.55,1055.4,1232.46
26-Jun-02,1055.35,1061.05,1042.2,1044.2,1045.71
27-Jun-02,1044.5,1053.7,1044,1048.55,1332.19
28-Jun-02,1049.4,1068.9,1049.4,1057.8,1093.41
01-Jul-02,1058,1070.15,1058,1068.95,832.49
02-Jul-02,1067.9,1071.7,1064.95,1068.05,1056.49
03-Jul-02,1067.8,1074,1065.55,1069.9,1200.01
04-Jul-02,1069.95,1078.55,1068.4,1070.55,1224.05
05-Jul-02,1071,1076.2,1067.45,1073.8,969.3
08-Jul-02,1074,1085.3,1072.9,1082.05,1144.66
09-Jul-02,1081.9,1083.65,1077.55,1080.3,1060.63
10-Jul-02,1081.55,1087.4,1069.45,1071.7,1334.66
11-Jul-02,1070.95,1070.95,1055.3,1056.6,1056.44
12-Jul-02,1057.1,1064.9,1054.9,1058.25,926.29
15-Jul-02,1057.95,1058.45,1043.3,1048,812.75
16-Jul-02,1047.9,1051.85,1033.95,1035.95,1137.86
17-Jul-02,1035.95,1037.5,1025,1032.55,983.95
18-Jul-02,1032.55,1044,1032.55,1041.3,1005.88
19-Jul-02,1041.35,1041.5,1032.25,1035.9,1027.11
22-Jul-02,1035.2,1035.2,1009,1012,1152.95
23-Jul-02,1012.05,1023.65,1005.75,1021.9,1388.14
24-Jul-02,1021.8,1022.2,1001.9,1004.05,1267.89
25-Jul-02,1004.2,1021.3,997.85,1001.55,1953.04
26-Jul-02,1001.05,1001.05,972.55,973.5,1477.41
29-Jul-02,973,977.95,953.15,971.65,1304.44
30-Jul-02,973,987.5,956.8,960.65,1337.34
31-Jul-02,960.3,964.1,943.6,958.9,1340.32
01-Aug-02,959.2,972.05,954.15,957.7,983.78
02-Aug-02,957.55,957.55,935.55,954.75,1008.81
05-Aug-02,954.9,966.5,953.9,963.25,996.1
06-Aug-02,963.3,969.55,955.4,966.65,960.16
07-Aug-02,967.7,978.6,966.55,969.1,1120.77
08-Aug-02,969.15,971.75,951.2,953.55,1020.17
09-Aug-02,953.8,963.85,948,961.95,1270.86
12-Aug-02,961.15,971.55,961.15,969.85,958.44
13-Aug-02,970.4,977.2,969.9,976.05,632.35
14-Aug-02,976.05,976.25,967.25,969.65,940.47
16-Aug-02,970.75,981.2,968.35,979.25,876.07
19-Aug-02,979.4,983.55,978.2,979.85,751.33
20-Aug-02,979.75,990.85,979.05,988.55,1034.75
21-Aug-02,988.6,994.25,984.35,988.45,1370.13
22-Aug-02,988.55,995.3,983.45,985.7,1136.47
23-Aug-02,985.75,996.4,984.7,995.2,1375.13
26-Aug-02,992.4,1001.45,986.15,998.85,1204.89
27-Aug-02,998.85,1003.3,985.7,987.7,1644.85
28-Aug-02,987.35,988.1,981.1,985.7,1160.35
29-Aug-02,985.85,989.4,981.45,987.25,1891.68
30-Aug-02,987.65,1012.75,986.7,1010.6,1721.88
02-Sep-02,1010.9,1024.65,1010.85,1013.5,1336.13
03-Sep-02,1013.65,1014.8,999.4,1001.1,1118.01
04-Sep-02,1000.7,1008.8,990.85,1006.95,1352.68
05-Sep-02,1006.9,1013.45,1004.2,1008.6,1667
06-Sep-02,1008.45,1008.45,992.7,995.2,1328.48
09-Sep-02,992.05,1005.85,985.25,998.55,1597.74
11-Sep-02,998.6,1002.35,993.35,998.85,1410.78
12-Sep-02,998.95,1005.15,998.8,1001.65,1106.25
13-Sep-02,1001.4,1001.4,989.85,992,871.92
16-Sep-02,991.75,997,983.55,985.75,889.45
17-Sep-02,985.75,996.8,985.75,994.9,1034.67
18-Sep-02,994.15,994.15,981.6,983.6,1097.64
19-Sep-02,983.45,985.25,970.8,976.05,1186.45
20-Sep-02,975.6,975.6,960.7,969.6,1149.06
23-Sep-02,969.85,974.75,967.35,970.3,1081.1
24-Sep-02,969.95,969.95,960.2,966.2,1079.52
25-Sep-02,964.65,971.85,960.5,970.05,1183.02
26-Sep-02,970.1,976.25,968.25,969.9,857.92
27-Sep-02,969.95,978,969.25,976.45,1282.19
30-Sep-02,976.15,976.15,961.55,963.15,1028.47
01-Oct-02,961.15,964.2,950.3,955.2,1205.37
03-Oct-02,955.35,957.9,945.8,948.2,1163.05
04-Oct-02,948.1,951.8,944.5,948.2,1109.34
07-Oct-02,947.8,956.35,946.25,954.75,960.94
08-Oct-02,954.8,963.15,952.5,960.8,1335.5
09-Oct-02,960.85,968.75,952.95,954.75,1223.39
10-Oct-02,954.8,960.45,945,958.45,1695.98
11-Oct-02,958.45,973.5,958.45,971.05,1536.74
14-Oct-02,971.5,976.5,969,972.45,1371.41
16-Oct-02,972.9,983.6,971.7,973.6,1547.95
17-Oct-02,973.7,976.05,966.55,973.3,1695.9
18-Oct-02,973.8,982.5,968.8,971.65,1678.75
21-Oct-02,971.75,976.2,965.65,967.35,1109.05
22-Oct-02,967.5,976.35,961.65,962.5,1131.33
23-Oct-02,962.9,963.75,955.45,957.35,1436.7
24-Oct-02,957.7,959.8,945,946.9,1212.82
25-Oct-02,946.8,946.8,929.25,932.2,1487.21
28-Oct-02,932.35,934.9,920.1,922.7,1110.36
29-Oct-02,922.55,939.7,921.65,936.9,1758.03
30-Oct-02,936.15,944.35,935.9,937.75,1454.94
31-Oct-02,937.35,953.3,937.05,951.4,2552.4
01-Nov-02,951.45,956.95,946.4,951.45,2104.43
04-Nov-02,951.6,965.5,951.6,962.1,556.31
05-Nov-02,962.85,963.7,957.2,962.3,1509.69
07-Nov-02,962.35,970.2,957.95,960.7,2033.24
08-Nov-02,960.5,960.95,954.35,956.95,1349.49
11-Nov-02,957.55,958.55,952.1,954.05,1168.17
12-Nov-02,953.9,960.85,948.05,959.85,1368.55
13-Nov-02,960.35,965.75,956.9,962.65,1572.84
14-Nov-02,964.15,974.1,963.5,971.9,2077.13
15-Nov-02,972.3,992.05,972.3,990.35,2276.78
18-Nov-02,990.35,1000.3,989.05,996.85,2021.86
20-Nov-02,996.85,1007.2,992.3,1001.6,2773.01
21-Nov-02,1001.8,1012.75,1001.8,1008.75,2373.86
22-Nov-02,1009.5,1026,1009.5,1020.15,2956.91
25-Nov-02,1020.9,1030.35,1017.5,1026.2,2094.59
26-Nov-02,1026.4,1040.45,1026,1036.15,2518.63
27-Nov-02,1036.35,1042.2,1027.7,1031.1,2560.95
28-Nov-02,1031.25,1051.75,1031.25,1049.7,2460.37
29-Nov-02,1049.55,1057.45,1040.95,1050.15,1799.4
02-Dec-02,1050.15,1070.15,1050.15,1067.9,2228.38
03-Dec-02,1067.7,1075.75,1051.8,1055,2438.8
04-Dec-02,1055.75,1055.75,1034.1,1036.4,2311.45
05-Dec-02,1036.75,1052.45,1036.75,1045.95,2128.22
06-Dec-02,1047.55,1072.25,1047.55,1069.8,2327.46
09-Dec-02,1070.5,1085.75,1054.95,1058.65,3128.86
10-Dec-02,1058.35,1066.1,1045.65,1063.7,2284.83
11-Dec-02,1064.1,1076.95,1062.3,1069.75,2861.61
12-Dec-02,1069.95,1078.85,1066.8,1077,2332.59
13-Dec-02,1074.45,1087.35,1074.45,1086.2,2135.39
16-Dec-02,1089,1100,1075.55,1078.45,2186.64
17-Dec-02,1078.7,1084.95,1069,1073.25,1745.63
18-Dec-02,1073.2,1083.65,1072.85,1077.95,1908.32
19-Dec-02,1077.85,1079.9,1070.5,1076,2010.98
20-Dec-02,1075.45,1084.95,1075.4,1079.3,1658.56
23-Dec-02,1079.3,1082.6,1073.35,1076,1287.35
24-Dec-02,1075.95,1087,1072.65,1085,1577.3
26-Dec-02,1085.05,1100.4,1085.05,1094.8,2216.49
27-Dec-02,1095.65,1103.95,1095.6,1098.4,1956.21
30-Dec-02,1095.8,1095.8,1084.35,1091.95,1556.32
31-Dec-02,1091.85,1100.1,1091.7,1093.5,1580.75
01-Jan-03,1093.6,1102.1,1093.6,1100.15,1325.9
02-Jan-03,1100.55,1105.6,1091.2,1093.05,2027.64
03-Jan-03,1094.45,1099.85,1087.3,1089.6,2048.49
06-Jan-03,1089.75,1093.05,1081.25,1084.35,1687.65
07-Jan-03,1084.4,1089.85,1078.95,1081.8,1810.73
08-Jan-03,1082.4,1091.45,1082.3,1089.35,1656
09-Jan-03,1089.75,1099.15,1087.75,1097.35,1435.45
10-Jan-03,1097.6,1103.25,1077.4,1080.25,2317.79
13-Jan-03,1080.25,1080.4,1070.75,1073.75,1776.28
14-Jan-03,1072.7,1080.8,1070.3,1078.95,1719.38
15-Jan-03,1077.9,1087.5,1077.8,1085,1882.31
16-Jan-03,1085.05,1091.35,1083.95,1088.35,1604.41
17-Jan-03,1089.3,1090.25,1083.2,1086.5,1707.84
20-Jan-03,1086.25,1087,1074.2,1076.35,1299.12
21-Jan-03,1076.3,1080.5,1074.1,1077.9,1407.43
22-Jan-03,1078.45,1086.2,1073.6,1082.9,1337.83
23-Jan-03,1081.4,1083.15,1069.05,1070.9,1674.96
24-Jan-03,1070.6,1075.2,1053.4,1056.05,1886.71
27-Jan-03,1057.8,1059.35,1030.35,1037.65,1828.36
28-Jan-03,1036.35,1047.95,1026.75,1046.2,1828.21
29-Jan-03,1059.8,1059.8,1033.3,1037.2,1784.76
30-Jan-03,1037.15,1050.55,1031.35,1034.6,2210.42
31-Jan-03,1034.75,1044.25,1026.2,1041.85,2019.35
03-Feb-03,1040.25,1056.6,1036.5,1055.3,1480.04
04-Feb-03,1056.55,1063.7,1050.45,1054.8,1625.58
05-Feb-03,1054.3,1054.65,1041.75,1047.4,1477.7
06-Feb-03,1047.25,1065.95,1043.7,1063.6,1439.82
07-Feb-03,1063.75,1065.8,1055.5,1057.5,1605.44
10-Feb-03,1058.2,1058.75,1047.15,1048.6,1363.8
11-Feb-03,1048.6,1055.8,1044.55,1048,1617.79
12-Feb-03,1048.15,1051,1040.4,1044.45,1768.6
14-Feb-03,1044.45,1047.05,1034.1,1036,1409.38
17-Feb-03,1036.2,1060.5,1036.2,1058.2,1563.03
18-Feb-03,1058.95,1065.15,1057.6,1059.3,1474.17
19-Feb-03,1059.3,1068.8,1059.3,1064.3,1481.93
20-Feb-03,1064.15,1071.7,1058.35,1065.6,1558.59
21-Feb-03,1065.6,1069.2,1061.1,1066.15,1611.82
24-Feb-03,1066.2,1075.5,1066.2,1070.15,1387.94
25-Feb-03,1070.1,1073.25,1054.9,1055.55,1126.78
26-Feb-03,1055.6,1059.6,1048.2,1049.65,1565.48
27-Feb-03,1049.6,1057.45,1044.9,1052.95,1857.62
28-Feb-03,1053.65,1068.65,1053.65,1063.4,2536.28
03-Mar-03,1063.55,1070.85,1057.55,1058.85,1534.22
04-Mar-03,1058.7,1058.7,1045.2,1046.6,1163.12
05-Mar-03,1046.55,1046.55,1029.9,1040.7,1544.73
06-Mar-03,1040.3,1040.75,1029.55,1031.25,1271.17
07-Mar-03,1031.05,1031.05,1014.3,1017.1,1326.94
10-Mar-03,1017.1,1021.5,1004.35,1006.7,1328.23
11-Mar-03,1006.65,1016.7,998.95,1014.55,1453.3
12-Mar-03,1014.25,1017.75,1000.05,1001.7,1374.57
13-Mar-03,1001.5,1006.4,994.2,999.65,1421.85
17-Mar-03,999.7,1000.85,982.7,993,1283.69
19-Mar-03,993.35,1011.45,992.9,1003.9,1511.33
20-Mar-03,1003.45,1028.9,1001.75,1025.25,1933.37
21-Mar-03,1025.55,1033.7,1022.05,1030.55,1722.55
22-Mar-03,1030.6,1039.8,1030.6,1037.15,632.99
24-Mar-03,1037.15,1038.55,1011.95,1013.9,1389.08
25-Mar-03,1013.5,1013.5,998.4,1011.3,1503.99
26-Mar-03,1011.55,1019.9,1004.85,1013.85,1257.2
27-Mar-03,1013.9,1013.9,999.6,1002.7,1368.17
28-Mar-03,1002.8,1006.3,996.75,1000.6,1157.82
31-Mar-03,1000.6,1000.6,974.1,978.2,1207.43
01-Apr-03,977.4,992.05,973.5,984.3,1472.45
02-Apr-03,984.45,1002.1,984.45,999.4,1442.03
03-Apr-03,999.55,1010.75,999.55,1009.15,1564.51
04-Apr-03,1009.15,1018.25,1002.75,1016.95,1684.67
07-Apr-03,1017.05,1033.45,1017.05,1031.5,1547.45
08-Apr-03,1032,1032,1016.6,1018.1,1392.51
09-Apr-03,1018,1018,1002.3,1004.85,1287.27
10-Apr-03,1003.8,1003.8,958.2,962.2,2687.78
11-Apr-03,958.9,965.15,935.7,949.8,2785.81
15-Apr-03,951.8,964.2,938.8,951.2,1891.56
16-Apr-03,950.65,961.75,949,958.65,1674.66
17-Apr-03,958.65,958.65,936.7,940.7,1484.81
21-Apr-03,941.5,949.7,941.5,947.2,1229.23
22-Apr-03,947.1,951.4,937.85,943.5,1439.99
23-Apr-03,943.75,951.2,931.5,934.2,1528.85
24-Apr-03,934.2,943.15,927.8,929.7,2339.15
25-Apr-03,929.45,931.35,921.1,924.3,1481.77
28-Apr-03,922.85,931.05,920,929.5,1283.72
29-Apr-03,929.75,936.9,929.75,932.3,1321.44
30-Apr-03,935.25,935.55,929.85,934.05,1301.64
02-May-03,930.9,940.2,930.8,938.3,1338.68
05-May-03,937.45,948.95,936.65,945.4,1365.44
06-May-03,945.85,955,943.2,951.85,1853.59
07-May-03,950.4,956.65,948.9,950.15,1789.93
08-May-03,950.15,951.3,938.7,941.55,1737.66
09-May-03,941.6,941.65,935.8,937.85,1435.68
12-May-03,938.5,944.45,934,936,1408.73
13-May-03,936.9,945.8,936.7,944.2,1542.92
14-May-03,944.2,953.45,943.15,952.15,1269.86
15-May-03,952.15,961.6,951.15,959.85,1167.8
16-May-03,959.85,974.4,959.85,973.1,1404.54
19-May-03,973.7,979.85,964.6,966.55,1694.86
20-May-03,964.65,974.05,959.8,971.55,1575.18
21-May-03,972.05,980.75,965.55,968,1558.52
22-May-03,967.95,972.4,960.05,963.25,1407.05
23-May-03,963.5,972.9,962.4,967.9,1724.6
26-May-03,967.85,983.9,967.1,982.45,1316.2
27-May-03,982.35,990,974.25,976.85,1459.21
28-May-03,977.65,992.25,977.55,990.8,1578.84
29-May-03,990.8,1004.85,989.5,1002.6,2085.89
30-May-03,1000.05,1013.85,994.65,1006.8,1679.9
02-Jun-03,1006.85,1020.5,1004.7,1015.15,1522.36
03-Jun-03,1015.9,1016.9,1007.65,1010.65,1382.46
04-Jun-03,1010.7,1022.75,1010.1,1021.05,1471.78
05-Jun-03,1021.1,1038.3,1021.1,1035.05,2076.14
06-Jun-03,1036.2,1048.85,1035.95,1046.4,1827.05
09-Jun-03,1046,1057.05,1039.85,1052.1,1469.09
10-Jun-03,1052,1056.55,1033.95,1037.8,1826.53
11-Jun-03,1038,1048.25,1035,1044.1,1560.38
12-Jun-03,1044.2,1052.6,1043.1,1051.3,1378.88
13-Jun-03,1050.95,1059.45,1050.95,1056.2,1561.21
16-Jun-03,1056.5,1059.8,1045.55,1051.8,1403.1
17-Jun-03,1052.3,1083.2,1052.3,1081.95,2063.66
18-Jun-03,1082.8,1093.2,1080.9,1086.75,2128.61
19-Jun-03,1085.95,1097,1078.9,1092.55,1886.91
20-Jun-03,1092.65,1101.6,1081.35,1100.25,1928.95
23-Jun-03,1100.6,1106.15,1087.65,1089.2,1558.45
24-Jun-03,1089.2,1092.65,1079.1,1085.35,1712.98
25-Jun-03,1085.65,1109.75,1084.35,1106.65,2008.62
26-Jun-03,1106.8,1118.9,1106.8,1116.35,2478.78
27-Jun-03,1117.45,1126.8,1109.35,1125.55,2224.73
30-Jun-03,1125.6,1141.3,1125.5,1134.15,1845.65
01-Jul-03,1133.95,1139,1125.75,1130.7,1679.66
02-Jul-03,1131.55,1145.4,1130.2,1133.8,1854.8
03-Jul-03,1133.8,1150.75,1126.35,1144.65,2622.77
04-Jul-03,1145.6,1148.85,1134,1138.45,1564.6
07-Jul-03,1138.9,1145.75,1134.6,1140.55,1491.6
08-Jul-03,1141.45,1153.15,1141.3,1145.9,1852.24
09-Jul-03,1146.35,1155.3,1137.15,1141.05,1408.49
10-Jul-03,1146,1163.6,1146,1162.35,2471.9
11-Jul-03,1162.3,1170.75,1157.45,1161.65,2146.28
14-Jul-03,1161.2,1173.95,1161.2,1171.5,1892.58
15-Jul-03,1171.5,1175.55,1148.8,1159.85,2023.93
16-Jul-03,1158.7,1170.45,1148.6,1168.75,1799.89
17-Jul-03,1168.85,1175.95,1145.65,1152,2189.73
18-Jul-03,1151.85,1162.6,1130.45,1140,2043.3
21-Jul-03,1140,1146.4,1112.55,1115.8,1971.87
22-Jul-03,1115.35,1118.25,1089.3,1109.2,2156.06
23-Jul-03,1109.6,1124.7,1109.6,1119.05,2269.87
24-Jul-03,1119.95,1144.35,1118.55,1139.45,2401.35
25-Jul-03,1135.5,1164.7,1135.05,1162.75,2314.5
28-Jul-03,1163.25,1180.6,1163.25,1169.2,2171.55
29-Jul-03,1169.25,1177.25,1154.8,1174.75,2048.25
30-Jul-03,1175.3,1187.7,1168.45,1183,2163.43
31-Jul-03,1183.3,1198.5,1181.9,1185.85,3179.42
01-Aug-03,1185.8,1198.8,1180.3,1195.75,2451.81
04-Aug-03,1196.05,1206.1,1185.95,1203.6,2211.21
05-Aug-03,1203.9,1218.5,1181,1184.45,2541.3
06-Aug-03,1184.1,1191.05,1164.75,1171.05,2751.61
07-Aug-03,1170.75,1199.7,1170.75,1196.95,2490.18
08-Aug-03,1199.7,1224.5,1199.7,1222.65,2666.67
11-Aug-03,1222.6,1240.35,1215.75,1232.85,2475.54
12-Aug-03,1233.95,1249.35,1229.8,1234.75,2521.63
13-Aug-03,1235.35,1249.35,1229.3,1246.9,2383.97
14-Aug-03,1247,1260.35,1243.4,1247.75,2339.2
18-Aug-03,1247.9,1285.7,1247.9,1281.4,2719.4
19-Aug-03,1286.05,1307.6,1268.1,1277.7,2763.35
20-Aug-03,1280.8,1292.95,1280.8,1287.4,2491.63
21-Aug-03,1288.2,1304.15,1287,1300.95,2541.97
22-Aug-03,1301.5,1319.45,1298.8,1311.15,2969.23
25-Aug-03,1311.95,1332.55,1245.85,1271.1,3514.94
26-Aug-03,1270.2,1322.95,1269.5,1318.2,3038.54
27-Aug-03,1318.75,1346.3,1318.75,1340.3,3023.73
28-Aug-03,1340.2,1349,1328.35,1341.05,3288.23
29-Aug-03,1341.2,1365.8,1340.8,1356.55,3538.66
01-Sep-03,1356.7,1379.4,1356.65,1375.95,2649.57
02-Sep-03,1375.95,1388.95,1366.9,1385.45,2985.08
03-Sep-03,1387.2,1394.95,1353.6,1359.35,3155.04
04-Sep-03,1358.9,1382.6,1355.8,1372.7,3796.39
05-Sep-03,1373,1400.9,1372.75,1398.4,3405.35
08-Sep-03,1398.4,1420.25,1398.35,1417.35,2796.74
09-Sep-03,1417.8,1430.7,1397.65,1407.05,3577.07
10-Sep-03,1407,1414.1,1389.65,1409.55,3062.37
11-Sep-03,1409.65,1422.4,1399.6,1403.15,3016.06
12-Sep-03,1405.55,1415.65,1367.15,1372.1,3001.56
15-Sep-03,1371.75,1371.85,1322.65,1329.25,2941.55
16-Sep-03,1330.15,1362.1,1299.5,1357.95,4080.27
17-Sep-03,1357.95,1377.45,1332.2,1341.6,3472.04
18-Sep-03,1341.45,1342.6,1299.25,1302.35,3159.16
19-Sep-03,1303.2,1331.05,1285.25,1322.15,3329.8
22-Sep-03,1319.25,1333.55,1300.25,1302.9,2477.95
23-Sep-03,1302.85,1333.7,1290.55,1328.2,2728.06
24-Sep-03,1324.85,1373.9,1322.65,1372.05,3286.89
25-Sep-03,1371.45,1377.25,1352.8,1357.2,3775.7
26-Sep-03,1357.55,1389.3,1357.35,1386.95,2936.25
29-Sep-03,1386.9,1422.35,1386.1,1399.95,2932.04
30-Sep-03,1400.7,1418.1,1399.8,1417.1,2872.5
01-Oct-03,1416.6,1430.9,1407.95,1420.85,2687.26
03-Oct-03,1420.85,1451.2,1420.85,1449.3,3245.39
06-Oct-03,1449.45,1481.05,1423.75,1478.9,3116.42
07-Oct-03,1478.95,1498.45,1467.75,1477.85,3762.09
08-Oct-03,1477.85,1493.05,1460.6,1478.6,3236.05
09-Oct-03,1487.85,1505.05,1478.4,1502.1,2988.91
10-Oct-03,1507.1,1527.25,1505.1,1523.1,3878.61
13-Oct-03,1523.35,1550.9,1516.05,1546.75,3385.63
14-Oct-03,1548.7,1562.85,1513.75,1520.8,4163.01
